SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,LIVINGAREA_MODE,NONLIVINGAREA_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_11,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
368904,0,Cash loans,F,N,Y,2,72000.0,781920.0,28215.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.018634,-13629,-4943,-699.0,-4561,1,1,0,0,Cooking staff,4.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Kindergarten,0.3612357570224348,0.1865412334479372,0.6347055309763198,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,-1741.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
338922,0,Cash loans,F,N,N,1,180000.0,675000.0,32472.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009334,-15938,-8342,-8049.0,-2756,1,1,0,0,Medicine staff,3.0,2,2,FRIDAY,13,0,0,0,0,0,0,Medicine,,0.7172644075912377,0.2837118826350007,0.0124,,0.9732,0.0,0.069,0.0417,0.0264,0.0101,0.0162,0.0126,,0.9732,0.0105,0.0171,block of flats,0.0115,Wooden,No,3.0,1.0,1.0,-2903.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
266870,0,Revolving loans,M,Y,Y,1,94500.0,202500.0,10125.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.010147,-14391,-515,-5363.0,-4390,0,1,0,0,Security staff,3.0,2,2,FRIDAY,10,0,0,0,0,1,1,Security,0.2491036714108397,0.6031369582338103,0.7958031328748403,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
307881,0,Cash loans,F,N,Y,1,225000.0,508495.5,21672.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.00963,-16779,-6992,-83.0,-330,0,1,0,0,Core staff,2.0,2,2,THURSDAY,10,0,0,0,1,0,1,School,,0.478481082750384,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-511.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
267426,0,Cash loans,F,Y,N,2,203400.0,294322.5,18940.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-16221,-385,-9230.0,-4107,0,1,0,0,Sales staff,4.0,2,2,SATURDAY,15,0,0,0,0,0,0,Self-employed,0.4684435648226956,0.4479062247729914,0.8083935912119442,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,-2305.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
301311,1,Cash loans,F,N,Y,0,202500.0,1762110.0,48586.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019101,-21162,365243,-4553.0,-4553,0,1,0,0,,2.0,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,,0.5514755527193638,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1906.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
385327,0,Cash loans,M,N,Y,1,202500.0,640080.0,24259.5,Family,Working,Secondary / secondary special,Married,House / apartment,0.008625,-15687,-7215,-5596.0,-3977,0,1,0,0,Laborers,3.0,2,2,FRIDAY,10,0,0,0,0,0,0,Industry: type 9,,0.4932834728853558,0.6161216908872079,0.066,0.0442,0.9737,,0.1379,0.125,,0.0526,,0.0672,0.0459,0.9737,0.0549,,,0.0476,"Stone, brick",No,0.0,0.0,0.0,-367.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
167193,0,Cash loans,M,Y,Y,1,148500.0,380533.5,30640.5,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-13838,-2406,-3189.0,-4024,0,1,0,0,High skill tech staff,3.0,2,2,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.4647717459537136,0.6916303246268416,0.7597121819739279,0.2598,0.204,0.9861,0.28,0.2414,0.3333,0.1222,0.2707,0.0,0.2647,0.2117,0.9861,0.282,0.0,block of flats,0.2486,Panel,No,0.0,0.0,0.0,-416.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
383858,0,Cash loans,M,N,Y,0,157500.0,225000.0,15034.5,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.02461,-10514,-1077,-1934.0,-2530,1,1,0,0,Sales staff,1.0,2,2,SATURDAY,10,0,0,0,0,0,0,Other,,0.0646093780232906,,0.0124,0.0,0.9687,0.0,0.069,0.0417,0.0223,0.01,0.0,0.0126,0.0,0.9687,0.0104,0.0,block of flats,0.0087,"Stone, brick",No,1.0,1.0,1.0,-130.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
248242,0,Revolving loans,F,N,Y,0,202500.0,675000.0,33750.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.072508,-9795,-1528,-526.0,-526,0,1,1,0,,2.0,1,1,THURSDAY,12,0,1,1,0,0,0,Business Entity Type 3,0.4920479296174688,0.5853544993116938,0.5280927512030451,0.2959,0.1899,0.9776,0.32,0.2759,0.3333,0.0,0.282,0.0016,0.3015,0.1969999999999999,0.9777,0.2938,0.0016,block of flats,0.2481,Panel,No,0.0,0.0,0.0,-397.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
187726,0,Cash loans,M,N,N,0,180000.0,296280.0,14251.5,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.035792,-14940,-7574,-3853.0,-4776,1,1,0,0,Core staff,2.0,2,2,SUNDAY,17,0,0,0,0,1,1,Police,0.1420948907294494,0.5682215450964254,0.4614823912998385,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1587.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
178210,0,Cash loans,F,N,Y,1,112500.0,473760.0,46989.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.030755,-14729,-3863,-2927.0,-1373,0,1,0,0,Sales staff,2.0,2,2,SATURDAY,14,0,0,0,0,0,0,Self-employed,,0.4185395498441033,,0.0608,0.0674,0.9816,0.0,0.1379,0.1667,0.0473,0.0539,0.0515,0.062,0.0699,0.9816,0.0561,0.0545,block of flats,0.0691,"Stone, brick",No,8.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
314459,0,Cash loans,M,Y,Y,0,270000.0,438084.0,34740.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.008625,-11758,-157,-1476.0,-1495,0,1,0,1,Laborers,1.0,2,2,TUESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.1182098597950865,0.3944457156505145,0.3723336657058204,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,-689.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5.0
426212,0,Cash loans,F,Y,N,0,247500.0,450000.0,24543.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-19144,-1604,-2944.0,-2660,1,1,0,0,Core staff,2.0,2,2,MONDAY,14,0,0,0,0,0,0,Government,,0.3589659248535403,0.2525986978339766,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,-1355.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,3.0
345809,0,Cash loans,M,Y,N,1,157500.0,857169.0,25191.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.019689,-15128,-2061,-7666.0,-4205,0,1,0,0,Managers,3.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.3766426231232876,0.5903558665758692,0.4812493411434029,0.0505,0.034,0.9796,0.04,0.069,0.2292,0.0371,0.0579,0.011,0.0273,0.0,0.9821,0.0212,0.0,block of flats,0.0197,"Stone, brick",No,5.0,1.0,1.0,-1536.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
162088,0,Cash loans,F,N,Y,0,225000.0,254700.0,25191.0,Family,Commercial associate,Higher education,Separated,House / apartment,0.04622,-19165,-4235,-4920.0,-2728,0,1,0,0,,1.0,1,1,WEDNESDAY,13,0,1,1,0,0,0,Business Entity Type 3,,0.6768825078501225,0.5334816299804352,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
105803,0,Cash loans,F,N,Y,2,135000.0,225000.0,14377.5,Children,Working,Secondary / secondary special,Married,House / apartment,0.025164,-15207,-1971,-6980.0,-4448,0,1,0,0,,4.0,2,2,THURSDAY,11,0,0,0,0,1,1,Other,0.5026060320565993,0.3559874756771383,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-508.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104364,1,Cash loans,F,N,Y,0,108000.0,526500.0,26874.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.015221,-9711,-514,-2712.0,-76,1,1,1,0,Sales staff,2.0,2,2,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.000255576412567,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
436552,0,Cash loans,F,N,N,0,90000.0,288873.0,14805.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.032561,-19296,-2576,-8022.0,-2843,0,1,0,0,Sales staff,1.0,1,1,SATURDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.7887849379844937,0.7544061731797895,0.3433,0.2238,0.9806,0.36,0.3103,0.3333,0.218,0.357,0.1828,0.3498,0.2322,0.9806,0.3719,0.1935,block of flats,0.3206,Others,No,0.0,0.0,0.0,-285.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
324308,0,Revolving loans,F,N,N,2,67500.0,180000.0,9000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.002042,-12818,-1351,-522.0,-1926,1,1,0,0,Laborers,3.0,3,3,FRIDAY,12,0,0,0,0,0,0,Self-employed,,0.2983132541800768,,,,0.9856,,,,,0.0714,,,,0.9856,0.0744,,,0.099,,No,0.0,0.0,0.0,-506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
206155,0,Cash loans,F,N,Y,0,112500.0,50940.0,5166.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.00702,-18170,-2292,-9644.0,-1723,1,1,1,0,Cooking staff,2.0,2,2,THURSDAY,13,0,0,0,0,1,1,Medicine,0.7162870626412197,0.2966588939789039,0.2807895743848605,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1170.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
448066,0,Cash loans,F,Y,N,1,135000.0,334152.0,16074.0,Unaccompanied,Working,Secondary / secondary special,Married,Office apartment,0.016612,-16729,-1199,-3823.0,-277,0,1,1,0,,3.0,2,2,THURSDAY,18,0,0,0,0,1,1,Business Entity Type 2,0.6849025094765665,0.5291674200592413,0.3031463744186309,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-113.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
377385,0,Cash loans,M,N,Y,0,90000.0,86346.0,8667.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.030755,-15889,-2539,-4030.0,-1654,0,1,0,0,,1.0,2,2,SUNDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.4688551873072928,0.6552292238951613,0.8050196619153701,0.168,0.0645,0.9856,0.04,0.0345,0.3333,0.0452,0.0883,0.0,0.1712,0.067,0.9856,0.092,0.0,block of flats,0.0845,Panel,No,9.0,0.0,0.0,-533.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,2.0
117980,0,Cash loans,F,N,Y,0,81000.0,526500.0,27013.5,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-15953,-3090,-5170.0,-5170,0,1,0,0,Cooking staff,2.0,2,2,MONDAY,13,0,0,0,0,0,0,Kindergarten,,0.5497548968878996,0.6528965519806539,0.0928,0.0801,0.9786,,0.2069,0.1667,0.0744,0.0871,,0.0945,0.0831,0.9786,0.0907,,block of flats,0.0685,Panel,No,7.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
126356,0,Cash loans,M,Y,Y,0,202500.0,360000.0,17446.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0084739999999999,-20733,-4794,-5201.0,-3661,0,1,1,0,Drivers,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,Medicine,,0.4778099393510789,0.3689687382528466,0.0928,0.0651,0.9776,0.0,0.2069,0.1667,,0.0856,0.0183,0.0945,0.0676,0.9777,0.0892,0.0194,block of flats,0.0779,Panel,No,0.0,0.0,0.0,-897.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
452576,0,Cash loans,F,N,N,0,261000.0,481495.5,32305.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.003818,-20537,-7342,-10276.0,-4033,1,1,1,0,Core staff,2.0,2,2,TUESDAY,6,0,0,0,0,0,0,Government,,0.5284808805272666,,0.0247,0.0,0.9801,0.0,0.069,0.0833,0.0091,0.0142,0.0,0.0252,0.0,0.9801,0.0148,0.0,block of flats,0.0172,"Stone, brick",No,0.0,0.0,0.0,-448.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
114351,0,Cash loans,F,N,N,0,270000.0,1288350.0,41562.0,Family,Working,Higher education,Civil marriage,Rented apartment,0.019101,-17979,-4647,-3452.0,-1528,1,1,0,0,Managers,2.0,2,2,MONDAY,13,1,1,0,1,1,0,Business Entity Type 3,0.7114319060181145,0.7611887883234424,0.7407990879702335,0.0722,0.0499,0.9866,0.08,0.0345,0.4583,0.0068,0.0707,0.012,0.0735,0.0518,0.9866,0.0736,0.0127,block of flats,0.0772,"Stone, brick",No,0.0,0.0,0.0,-746.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
283508,1,Cash loans,M,Y,Y,1,157500.0,135000.0,9018.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.006305,-12627,-534,-2535.0,-2837,0,1,0,0,,3.0,3,3,WEDNESDAY,6,0,0,0,0,0,0,Transport: type 2,,0.6290982382949823,0.7281412993111438,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,-2354.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
204053,1,Cash loans,F,N,Y,0,81000.0,521280.0,35262.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-10140,-1812,-4863.0,-1229,1,1,0,0,Sales staff,2.0,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.5904299016325364,0.0472748180273464,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,-867.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
109351,1,Cash loans,F,N,Y,0,112500.0,309073.5,26428.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.022625,-9298,-379,-1874.0,-1612,1,1,1,0,Laborers,1.0,2,2,WEDNESDAY,12,0,0,0,0,1,1,Business Entity Type 1,0.2889394401830891,0.1596557610518511,0.3740208032583212,0.067,0.0389,0.9896,0.04,0.0345,0.3333,0.0524,0.0582,0.0354,0.0683,0.0404,0.9896,0.0607,0.0375,block of flats,0.0676,"Stone, brick",No,2.0,1.0,0.0,-572.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
